state_ut,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfieting,arson,hurt_grevious_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes
Delhi UT,IGI AIRPORT,2013,0,0,NaN,0,FALSE,0,1,1,0,0,NaN,2,0,79,11,68,0,5,12,3,0,2,0,9,5,0,0,5,228,351
Delhi UT,METRO RAIL,2013,1,1,NaN,0,FALSE,0,8,4,4,0,NaN,2,4,875,19,856,2,4,11,NaN,0,1,1,16,12,2,0,1,21,962
Delhi UT,NEW DELHI,2013,7,6,NaN,19,FALSE,19,74,35,39,0,NaN,14,19,473,127,346,19,18,71,38,1,21,1,66,25,17,0,55,512,1458
Delhi UT,NORTH,2013,29,25,NaN,53,FALSE,53,266,151,115,2,NaN,87,165,1542,657,885,12,38,167,1,11,93,9,164,25,107,0,148,1135,4081
Delhi UT,NORTH-EAST,2013,69,87,NaN,183,FALSE,183,923,513,410,NaN,NaN,223,143,3703,2094,1609,12,20,200,3,13,241,27,333,30,438,0,119,2260,9041
Delhi UT,NORTH-WEST,2013,47,56,NaN,143,FALSE,143,597,343,254,10,NaN,194,331,2548,1182,1366,8,28,218,1,1,172,17,301,45,236,0,180,1428,6564
Delhi UT,OUTER,2013,88,84,NaN,178,FALSE,178,923,530,393,6,NaN,134,547,3383,1675,NaN,4,27,283,3,12,203,14,332,155,466,0,264,2464,9579
Delhi UT,SOUTH,2013,23,35,NaN,163,FALSE,163,539,328,211,0,NaN,68,429,3420,1590,1830,4,62,360,0,10,133,10,539,140,117,0,160,2372,8593
Delhi UT,SOUTH-EAST,2013,60,68,NaN,230,FALSE,230,719,404,315,2,0,132,240,3155,1865,1290,10,40,292,2,11,237,16,386,95,220,0,195,2491,8608
Delhi UT,SOUTH-WEST,2013,52,61,NaN,194,FALSE,194,556,330,226,1,NaN,116,263,1077,623,454,9,28,295,0,7,127,14,419,128,403,0,204,2004,5963
Delhi UT,STF,2013,0,5,NaN,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4,15
Delhi UT,WEST,2013,55,54,NaN,184,FALSE,184,711,424,287,1,2,64,337,3135,1807,1328,20,34,287,1,15,235,22,NaN,94,529,0,234,2393,8813
Delhi UT,ZZ TOTAL,2013,517,585,65,1636,FALSE,1636,6294,3609,2685,33,4,1245,2835,30124,14916,15208,113,387,2899,66,97,1768,144,3515,916,3033,0,1778,22130,80184
Lakshadweep,LAKSHADWEEP,2013,0,0,0,2,FALSE,2,0,0,0,0,NaN,0,2,8,0,NaN,2,NaN,1,NaN,1,5,0,1,0,0,0,0,18,NaN
Lakshadweep,ZZ TOTAL,2013,0,0,0,2,FALSE,2,0,0,0,0,0,0,2,8,0,8,2,NaN,1,0,1,5,0,1,0,0,0,0,18,40
Puducherry,KARAIKAL,2013,6,3,0,6,FALSE,6,3,2,1,0,2,3,18,56,26,30,10,NaN,8,0,3,160,1,1,1,NaN,0,32,329,643
Puducherry,PUDUCHERRY,2013,25,8,2,11,FALSE,11,38,23,15,1,6,7,53,538,360,178,75,14,67,5,13,555,0,11,7,NaN,0,206,1464,3113
Puducherry,ZZ TOTAL,2013,31,11,2,NaN,FALSE,17,41,25,16,1,8,10,71,594,386,208,NaN,14,75,5,16,715,1,12,8,NaN,0,NaN,1793,3756
