state_ut,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfieting,arson,hurt_grevious_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes
Andhra Pradesh,ADILABAD,2013,96,72,132,12,FALSE,61,65,47,18,43,53,54,274,377,86,67,58,93,254,1,30,2394,12,197,138,464,0,23,1390,6381
Andhra Pradesh,ANANTAPUR,2013,156,149,NaN,28,FALSE,28,110,84,26,NaN,NaN,23,279,597,154,443,56,5,160,NaN,29,2537,23,337,43,161,0,NaN,1634,6913
Andhra Pradesh,CHITTOOR,2013,72,61,NaN,31,FALSE,31,52,27,25,NaN,NaN,11,157,512,158,354,57,17,238,NaN,18,937,13,119,84,435,0,NaN,2239,5610
Andhra Pradesh,CUDDAPAH,2013,93,107,NaN,19,FALSE,19,84,50,34,NaN,NaN,9,220,702,255,447,156,81,317,NaN,34,2310,9,318,163,207,0,NaN,1741,7048
Andhra Pradesh,CYBERABAD,2013,162,123,NaN,138,FALSE,138,192,129,63,NaN,NaN,89,1318,4779,1761,3018,34,179,2111,NaN,40,4284,43,NaN,338,1526,0,NaN,3139,19992
Andhra Pradesh,EAST GODAVARI,2013,68,71,NaN,74,FALSE,74,63,33,30,NaN,NaN,15,326,788,310,478,50,86,222,NaN,21,2300,15,352,222,483,0,525,1082,6779
Andhra Pradesh,GUNTAKAL RLY.,2013,2,0,NaN,0,FALSE,0,0,0,0,NaN,NaN,0,0,251,0,251,0,0,3,NaN,1,11,0,3,2,0,0,0,24,NaN
Andhra Pradesh,GUNTUR,2013,110,87,NaN,38,FALSE,38,61,54,7,NaN,NaN,21,192,675,200,475,41,41,305,NaN,21,2345,16,296,135,NaN,0,449,1569,7026
Andhra Pradesh,GUNTUR URBAN,2013,44,51,NaN,28,FALSE,28,46,34,12,NaN,NaN,26,190,991,408,583,11,15,372,NaN,14,1180,7,NaN,93,326,0,226,1123,4878
Andhra Pradesh,HYDERABAD CITY,2013,120,145,NaN,101,FALSE,101,131,52,79,NaN,NaN,47,658,4166,1353,2813,118,75,2382,NaN,62,3092,39,225,90,1480,0,527,2839,16355
Andhra Pradesh,KARIMNAGAR,2013,101,89,NaN,57,FALSE,57,118,103,15,NaN,NaN,20,349,771,242,529,96,120,706,NaN,45,2593,39,354,276,670,0,NaN,1881,8836
Andhra Pradesh,KHAMMAM,2013,103,99,NaN,100,FALSE,100,114,104,10,NaN,NaN,16,455,887,340,547,135,52,636,NaN,42,2268,15,254,297,768,0,483,3864,10607
Andhra Pradesh,KRISHNA,2013,56,46,NaN,58,FALSE,58,54,37,17,NaN,NaN,18,316,579,154,425,15,31,203,NaN,45,2596,14,387,274,708,0,404,1059,6876
Andhra Pradesh,KURNOOL,2013,127,175,NaN,26,FALSE,26,72,50,22,NaN,NaN,27,252,565,21,544,128,16,506,NaN,35,2531,11,NaN,199,NaN,0,478,1852,7595
Andhra Pradesh,MAHABOOBNAGAR,2013,191,69,NaN,117,FALSE,117,90,63,27,NaN,NaN,18,394,1207,13,1194,NaN,52,269,NaN,56,2381,33,219,98,234,0,756,1733,8092
Andhra Pradesh,MEDAK,2013,128,77,NaN,64,FALSE,64,44,38,6,NaN,NaN,14,414,775,245,530,45,25,358,NaN,58,1970,25,169,73,476,0,733,1591,7054
Andhra Pradesh,NALGONDA,2013,98,100,NaN,77,FALSE,77,118,110,8,NaN,NaN,27,375,810,244,566,231,91,499,NaN,49,3315,27,367,313,327,0,746,2701,10291
Andhra Pradesh,NELLORE,2013,99,110,NaN,26,FALSE,26,95,81,14,NaN,NaN,41,364,1077,323,754,29,129,223,NaN,29,2533,8,NaN,221,374,0,455,1239,7326
Andhra Pradesh,NIZAMABAD,2013,117,56,NaN,49,FALSE,49,54,33,21,NaN,NaN,18,480,1035,338,697,84,41,373,NaN,60,1796,17,142,295,732,0,572,1720,7662
Andhra Pradesh,PRAKASHAM,2013,77,101,NaN,39,FALSE,39,65,57,8,NaN,NaN,30,238,694,233,461,93,81,294,NaN,27,2274,8,298,26,484,0,492,1061,NaN
Andhra Pradesh,RAJAHMUNDRY,2013,14,15,NaN,14,FALSE,14,15,4,11,NaN,NaN,18,160,314,132,182,12,22,48,NaN,11,757,2,67,68,NaN,0,NaN,365,2251
Andhra Pradesh,RANGA REDDY,2013,80,47,NaN,37,FALSE,37,25,25,0,NaN,NaN,13,96,173,17,156,18,9,94,NaN,25,626,14,69,23,168,0,182,482,2191
Andhra Pradesh,SECUNDERABAD RLY.,2013,7,2,NaN,0,FALSE,0,2,2,0,NaN,NaN,1,0,737,0,737,0,1,11,NaN,0,10,0,NaN,0,0,0,2,60,849
Andhra Pradesh,SRIKAKULAM,2013,35,49,NaN,42,FALSE,42,26,23,3,NaN,NaN,11,190,307,72,235,22,15,153,NaN,31,1124,3,207,129,361,0,319,1814,4841
Andhra Pradesh,TIRUPATHI URBAN,2013,26,21,NaN,10,FALSE,10,22,15,7,NaN,NaN,NaN,190,827,326,501,22,3,197,NaN,4,565,7,45,31,133,0,200,502,2821
Andhra Pradesh,VIJAYAWADA CITY,2013,29,55,NaN,48,FALSE,48,72,45,27,NaN,NaN,66,323,2173,783,1390,6,124,459,NaN,24,1955,12,249,456,1227,0,325,1359,8978
Andhra Pradesh,VIJAYAWADA RLY.,2013,6,2,NaN,1,FALSE,1,1,1,0,NaN,NaN,9,0,625,0,625,1,1,3,NaN,0,11,2,6,5,0,0,0,44,773
Andhra Pradesh,VISAKHA RURAL,2013,46,41,NaN,32,FALSE,32,30,23,7,NaN,NaN,5,132,329,31,298,46,6,113,NaN,27,1137,8,139,79,210,0,302,548,3238
Andhra Pradesh,VISAKHAPATNAM,2013,30,50,NaN,67,FALSE,67,58,50,8,NaN,NaN,26,355,1203,332,871,9,64,336,NaN,21,1356,8,149,100,548,0,379,2009,6775
Andhra Pradesh,VIZIANAGARAM,2013,30,38,NaN,42,FALSE,42,25,25,0,NaN,NaN,7,180,230,2,NaN,30,18,124,NaN,13,1609,10,165,95,383,0,289,1624,4918
Andhra Pradesh,WARANGAL,2013,52,54,NaN,52,FALSE,52,63,63,0,NaN,NaN,17,256,327,17,310,140,3,237,NaN,0,1789,20,NaN,10,129,0,290,1769,5421
Andhra Pradesh,WARANGAL URBAN,2013,24,20,NaN,36,FALSE,36,56,47,9,NaN,NaN,18,197,459,179,280,51,2,363,NaN,20,1442,16,127,81,NaN,0,198,1131,4440
Andhra Pradesh,WEST GODAVARI,2013,85,67,NaN,123,FALSE,123,96,86,10,NaN,NaN,19,490,1090,311,779,NaN,57,446,NaN,40,2460,16,342,245,855,0,NaN,1456,8498
Andhra Pradesh,ZZ TOTAL,2013,2484,2249,NaN,1635,FALSE,1635,2119,1595,524,NaN,NaN,709,9820,31032,9040,21992,1944,1555,13015,NaN,932,60488,492,6930,4702,15084,0,13641,48644,218015
Arunachal Pradesh,ANJAW,2013,2,0,NaN,NaN,FALSE,0,0,0,0,NaN,NaN,1,2,6,0,6,0,0,1,NaN,0,5,0,NaN,NaN,0,0,6,5,28
Arunachal Pradesh,CHANGLANG,2013,4,2,NaN,5,FALSE,5,11,5,6,NaN,NaN,9,15,32,3,29,4,3,5,NaN,1,24,0,2,NaN,1,0,4,64,189
Arunachal Pradesh,DIBANG VALLEY,2013,2,4,NaN,0,FALSE,0,2,1,1,NaN,NaN,5,10,17,3,14,1,1,1,NaN,1,13,0,2,NaN,0,0,6,26,NaN
Arunachal Pradesh,K/KUMEY,2013,2,2,NaN,0,FALSE,0,1,1,0,NaN,NaN,0,3,4,0,4,2,2,1,NaN,0,10,0,1,NaN,0,0,1,12,41
Arunachal Pradesh,KAMENG EAST,2013,5,4,NaN,2,FALSE,2,16,12,4,NaN,NaN,0,12,22,0,22,2,0,3,NaN,0,57,0,NaN,NaN,0,0,4,33,169
Arunachal Pradesh,KAMENG WEST,2013,8,0,NaN,2,FALSE,2,3,0,3,NaN,NaN,2,14,35,12,23,1,2,1,NaN,0,6,0,0,NaN,0,0,10,78,164
Arunachal Pradesh,LOHIT,2013,12,4,NaN,10,FALSE,10,29,22,7,NaN,NaN,9,18,57,14,43,7,1,2,NaN,2,61,0,10,NaN,2,0,18,85,330
Arunachal Pradesh,LONGDING,2013,2,1,NaN,1,FALSE,1,3,2,1,NaN,NaN,0,6,11,0,11,0,0,1,NaN,0,23,0,2,NaN,NaN,0,2,26,78
Arunachal Pradesh,PAPUM PARE,2013,5,4,NaN,18,FALSE,18,44,22,22,NaN,NaN,14,46,148,87,61,3,9,35,NaN,7,63,0,24,NaN,20,0,12,143,600
Arunachal Pradesh,RURAL,2013,1,3,NaN,3,FALSE,3,9,5,4,NaN,NaN,4,5,22,6,16,2,0,3,NaN,1,22,0,5,NaN,1,0,NaN,22,109
Arunachal Pradesh,SIANG EAST,2013,6,0,NaN,10,FALSE,10,6,2,4,NaN,NaN,7,17,61,11,50,2,0,5,NaN,0,34,0,6,NaN,1,0,14,47,217
Arunachal Pradesh,SIANG UPPER,2013,3,1,NaN,0,FALSE,0,2,2,0,NaN,NaN,2,5,12,1,11,0,2,1,NaN,1,19,0,4,NaN,0,0,2,15,69
Arunachal Pradesh,SIANG WEST,2013,4,4,NaN,7,FALSE,7,6,6,0,NaN,NaN,10,17,34,8,26,8,2,5,NaN,2,65,0,NaN,NaN,3,0,35,46,263
Arunachal Pradesh,SUBANSIRI LOWER,2013,4,1,NaN,5,FALSE,5,0,0,0,NaN,NaN,3,8,18,3,15,2,0,4,NaN,1,27,0,3,NaN,0,0,0,32,109
Arunachal Pradesh,SUBANSIRI UPPER,2013,6,0,NaN,10,FALSE,10,5,2,3,NaN,NaN,2,5,10,1,9,1,2,1,NaN,6,45,0,8,NaN,0,0,2,58,164
Arunachal Pradesh,TAWANG,2013,0,0,NaN,2,FALSE,2,1,1,0,NaN,NaN,0,3,11,0,11,0,0,1,NaN,0,7,0,NaN,NaN,1,0,7,8,47
Arunachal Pradesh,TIRAP,2013,2,5,NaN,0,FALSE,0,3,2,1,NaN,NaN,7,10,13,4,9,NaN,0,2,NaN,1,13,0,5,NaN,0,0,2,28,NaN
Arunachal Pradesh,UPPER DIBANG VALLEY,2013,1,1,NaN,0,FALSE,0,1,1,0,NaN,NaN,0,0,1,0,1,0,1,0,NaN,0,4,0,0,NaN,0,0,0,6,15
Arunachal Pradesh,ZZ TOTAL,2013,69,36,NaN,75,FALSE,75,142,86,56,NaN,NaN,NaN,196,514,153,361,36,25,72,NaN,23,498,0,93,NaN,29,0,129,734,2776
Assam,BAKSA,2013,42,3,NaN,20,FALSE,20,53,46,7,NaN,NaN,11,40,125,64,61,0,7,23,NaN,4,50,1,9,NaN,NaN,0,33,311,768
Assam,BARPETA,2013,46,18,NaN,148,FALSE,148,349,348,1,NaN,NaN,31,335,433,111,NaN,236,168,230,NaN,19,159,18,341,NaN,1016,0,NaN,4580,8597
Assam,BIEO,2013,0,0,NaN,0,FALSE,0,0,0,0,NaN,NaN,0,0,0,0,0,0,7,0,NaN,0,0,0,0,NaN,0,0,0,0,7
Assam,BONGAIGAON,2013,20,2,NaN,68,FALSE,68,120,95,25,NaN,NaN,8,63,127,65,62,22,15,39,NaN,8,101,9,4,NaN,100,0,82,769,1565
Assam,C.I.D.,2013,1,0,NaN,0,FALSE,0,0,0,0,NaN,NaN,0,0,2,0,2,0,2,37,NaN,0,0,0,0,NaN,0,0,0,16,58
Assam,CACHAR,2013,59,3,NaN,79,FALSE,79,227,221,6,NaN,NaN,17,206,821,336,485,226,54,97,NaN,52,80,12,25,NaN,537,0,94,2278,4880
Assam,CHIRANG,2013,33,0,NaN,30,FALSE,30,70,50,20,NaN,NaN,10,20,76,25,51,35,10,33,NaN,12,5,1,21,NaN,78,0,17,309,763
Assam,DARRANG,2013,35,0,NaN,92,FALSE,92,147,145,2,NaN,NaN,13,145,225,93,132,66,44,118,NaN,5,297,3,NaN,NaN,378,0,63,581,2459
Assam,DHEMAJI,2013,22,17,NaN,42,FALSE,42,99,70,29,NaN,NaN,24,49,148,53,95,24,22,47,NaN,8,232,1,77,NaN,85,0,77,410,1397
Assam,DHUBRI,2013,62,48,NaN,190,FALSE,190,443,350,93,NaN,NaN,30,269,407,112,295,698,183,303,NaN,90,1060,9,452,NaN,1080,0,77,1387,6857
Assam,DIBRUGARH,2013,80,7,NaN,65,FALSE,65,149,108,41,NaN,NaN,34,123,662,165,497,16,110,41,NaN,20,858,0,NaN,NaN,239,0,NaN,873,3529
Assam,G.R.P.,2013,13,0,NaN,0,FALSE,0,8,6,2,NaN,NaN,5,2,156,2,154,9,1,2,NaN,0,0,0,0,NaN,NaN,0,0,120,317
Assam,GOALPARA,2013,70,67,NaN,73,FALSE,73,136,103,33,NaN,NaN,23,185,249,87,162,112,0,79,NaN,145,137,7,89,NaN,326,0,106,498,NaN
Assam,GOLAGHAT,2013,63,42,NaN,NaN,FALSE,85,226,181,45,NaN,NaN,51,98,285,117,168,25,28,50,NaN,16,556,3,76,NaN,284,0,230,717,2844
Assam,GUWAHATI CITY,2013,61,20,NaN,103,FALSE,103,451,432,19,NaN,NaN,244,828,2295,1082,1213,52,176,476,NaN,8,329,15,207,NaN,561,0,189,6088,12162
Assam,HAILAKANDI,2013,14,0,NaN,60,FALSE,60,90,71,19,NaN,NaN,8,45,150,36,114,112,16,52,NaN,16,17,2,7,NaN,169,0,33,621,1414
Assam,HAMREN,2013,11,0,NaN,14,FALSE,14,15,9,6,NaN,NaN,1,12,18,3,15,2,6,1,NaN,0,0,0,0,NaN,0,0,0,168,248
Assam,JORHAT,2013,67,18,NaN,79,FALSE,79,197,160,37,NaN,NaN,33,166,510,199,311,25,73,166,NaN,18,545,0,117,NaN,307,0,103,1046,3478
Assam,KAMRUP,2013,41,17,NaN,66,FALSE,66,172,154,18,NaN,NaN,24,206,463,163,300,97,77,62,NaN,3,196,3,86,NaN,305,0,146,1339,3310
Assam,KARBI ANGLONG,2013,23,15,NaN,8,FALSE,8,58,43,15,NaN,NaN,9,43,96,62,34,25,21,15,NaN,71,43,0,16,NaN,39,0,75,71,637
Assam,KARIMGANJ,2013,39,11,NaN,44,FALSE,44,115,108,7,NaN,NaN,10,132,183,19,164,67,22,46,NaN,23,20,9,9,NaN,NaN,0,28,1375,2411
Assam,KOKRAJHAR,2013,49,18,NaN,32,FALSE,32,103,79,24,NaN,NaN,7,53,291,157,NaN,86,25,39,NaN,112,111,5,32,NaN,134,2,NaN,293,1448
Assam,LAKHIMPUR,2013,44,13,NaN,59,FALSE,59,134,123,11,NaN,NaN,6,103,166,61,105,25,21,42,NaN,7,92,3,55,NaN,300,0,45,1164,2281
Assam,MORIGAON,2013,20,25,NaN,76,FALSE,76,123,123,0,NaN,NaN,12,74,141,65,76,83,6,71,NaN,8,392,8,NaN,NaN,271,0,101,420,1879
Assam,N.C.HILLS,2013,13,10,NaN,5,FALSE,5,33,24,9,NaN,NaN,1,20,51,3,48,1,0,6,NaN,5,13,3,NaN,NaN,0,0,0,94,265
Assam,NAGAON,2013,96,87,NaN,190,FALSE,190,442,438,4,NaN,NaN,160,407,566,225,341,257,137,165,NaN,56,939,23,103,NaN,1120,0,232,2366,7393
Assam,NALBARI,2013,27,7,NaN,44,FALSE,44,102,90,12,NaN,NaN,25,124,223,29,194,25,30,48,NaN,6,328,3,84,NaN,NaN,0,53,733,2050
Assam,R.P.O.,2013,4,0,NaN,9,FALSE,9,5,3,2,NaN,NaN,NaN,0,1,0,1,NaN,4,9,NaN,0,0,0,0,NaN,0,0,0,46,85
Assam,SIBSAGAR,2013,78,48,NaN,60,FALSE,60,200,179,21,NaN,NaN,40,155,464,123,341,30,23,123,NaN,34,760,5,53,NaN,311,0,143,839,3373
Assam,SONITPUR,2013,94,30,NaN,99,FALSE,99,251,205,46,NaN,NaN,23,186,544,175,369,47,84,87,NaN,23,553,15,34,NaN,300,0,NaN,1352,NaN
Assam,STF,2013,0,0,NaN,0,FALSE,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,NaN,0,0,0,13,13
Assam,TINSUKIA,2013,84,30,NaN,77,FALSE,77,201,201,0,NaN,NaN,48,147,511,57,454,0,74,23,NaN,13,109,7,34,NaN,140,0,79,1518,3104
Assam,UDALGURI,2013,43,23,NaN,20,FALSE,20,82,57,25,NaN,NaN,15,55,126,40,86,22,26,28,NaN,11,189,5,43,NaN,80,0,59,280,1113
Assam,ZZ TOTAL,2013,1354,579,NaN,1937,FALSE,1937,4801,4222,579,NaN,NaN,923,4291,10515,3729,6786,2429,1472,2558,NaN,793,8171,170,2409,NaN,8636,2,3064,32675,87186
Bihar,ARARIA,2013,51,36,NaN,52,FALSE,52,114,90,24,NaN,NaN,25,38,289,67,222,235,30,14,NaN,15,104,12,10,NaN,19,5,52,1695,2813
Bihar,ARWAL,2013,17,0,NaN,NaN,FALSE,6,34,32,2,NaN,NaN,6,27,77,15,62,51,0,30,NaN,0,76,15,3,NaN,30,0,0,537,909
Bihar,AURANGABAD,2013,101,281,NaN,19,FALSE,19,59,52,7,NaN,NaN,35,95,365,68,297,334,27,125,NaN,22,1204,28,NaN,NaN,141,0,0,749,3648
Bihar,BAGAHA,2013,45,0,NaN,15,FALSE,15,68,64,4,NaN,NaN,12,28,183,13,170,94,13,51,NaN,4,0,14,NaN,NaN,NaN,0,14,1426,2039
Bihar,BANKA,2013,68,36,NaN,33,FALSE,33,87,69,18,NaN,NaN,14,58,169,46,NaN,205,58,22,NaN,9,183,28,1,NaN,69,0,NaN,909,2065
Bihar,BEGUSARAI,2013,107,219,NaN,24,FALSE,24,175,125,50,NaN,NaN,56,104,589,198,391,482,21,141,NaN,6,503,28,55,NaN,93,0,0,2694,5319
Bihar,BETTIAH,2013,76,193,NaN,39,FALSE,39,173,154,19,NaN,NaN,22,138,624,198,426,549,47,174,NaN,28,105,26,0,NaN,148,0,66,2845,5274
Bihar,BHABHUA,2013,34,54,NaN,16,FALSE,16,59,52,7,NaN,NaN,21,65,196,75,121,128,19,15,NaN,23,743,27,0,NaN,49,0,106,298,1860
Bihar,BHAGALPUR,2013,103,65,NaN,51,FALSE,51,147,123,24,NaN,NaN,31,134,456,199,257,277,42,69,NaN,4,166,19,40,NaN,115,0,124,1716,3590
Bihar,BHOJPUR,2013,95,160,NaN,23,FALSE,23,124,93,31,NaN,NaN,33,148,423,105,318,126,52,205,NaN,25,2526,38,3,NaN,137,0,133,621,4888
Bihar,BUXAR,2013,56,62,NaN,16,FALSE,16,77,63,14,NaN,NaN,48,101,415,163,252,224,57,61,NaN,26,642,9,29,NaN,78,0,37,880,2833
Bihar,DARBHANGA,2013,77,119,NaN,38,FALSE,38,227,196,31,NaN,NaN,36,103,506,159,347,NaN,76,150,NaN,55,271,33,4,NaN,343,0,167,2882,NaN
Bihar,GAYA,2013,208,49,NaN,45,FALSE,45,208,175,33,NaN,NaN,73,212,1204,362,842,503,38,167,NaN,4,875,37,0,NaN,212,0,320,3610,7816
Bihar,GOPALGANJ,2013,81,11,NaN,11,FALSE,11,125,85,40,NaN,NaN,31,103,280,104,176,417,41,95,NaN,18,2069,33,0,NaN,143,0,71,270,3811
Bihar,JAMALPUR RLY.,2013,8,0,NaN,1,FALSE,1,3,0,3,NaN,NaN,8,1,223,13,210,3,0,0,NaN,0,22,0,NaN,NaN,NaN,0,0,34,306
Bihar,JAMUI,2013,54,183,NaN,24,FALSE,24,62,37,25,NaN,NaN,19,50,96,18,78,211,17,36,NaN,14,514,19,2,NaN,104,0,193,327,1942
Bihar,JEHANABAD,2013,34,0,NaN,14,FALSE,14,37,26,11,NaN,NaN,22,37,194,14,180,141,20,67,NaN,11,708,30,NaN,NaN,57,0,60,522,1976
Bihar,KATIHAR,2013,61,59,NaN,86,FALSE,86,164,148,16,NaN,NaN,21,39,397,198,199,208,21,92,NaN,1,1430,21,1,NaN,99,0,NaN,861,3693
Bihar,KATIHAR RLY.,2013,10,4,NaN,1,FALSE,1,5,4,1,NaN,NaN,8,0,151,0,151,2,2,5,NaN,0,33,0,1,NaN,2,0,0,31,266
Bihar,KHAGARIA,2013,67,76,NaN,8,FALSE,8,73,59,14,NaN,NaN,22,23,170,44,126,135,4,32,NaN,16,1251,13,5,NaN,25,0,106,448,2483
Bihar,KISHANGANJ,2013,42,21,NaN,52,FALSE,52,107,90,17,NaN,NaN,14,68,145,29,116,179,22,70,NaN,8,255,7,0,NaN,65,0,21,725,1828
Bihar,LAKHISARAI,2013,45,90,NaN,9,FALSE,9,40,26,14,NaN,NaN,19,24,125,35,90,156,7,41,NaN,7,297,11,0,NaN,70,0,46,333,1326
Bihar,MADHEPURA,2013,46,58,NaN,14,FALSE,14,87,70,17,NaN,NaN,23,41,226,65,161,334,30,80,NaN,7,826,17,3,NaN,NaN,0,60,812,2745
Bihar,MADHUBANI,2013,80,0,NaN,37,FALSE,37,158,141,17,NaN,NaN,NaN,90,388,78,310,265,25,50,NaN,5,1350,28,1,NaN,210,0,150,1780,4662
Bihar,MOTIHARI,2013,164,719,NaN,25,FALSE,25,260,226,34,NaN,NaN,44,235,549,152,397,918,106,175,NaN,26,1610,65,5,NaN,196,0,66,3015,8255
Bihar,MUNGER,2013,60,30,NaN,7,FALSE,7,75,55,20,NaN,NaN,26,55,336,95,241,129,68,12,NaN,0,310,13,NaN,NaN,66,0,59,935,2195
Bihar,MUZAFFARPUR,2013,208,25,NaN,43,FALSE,43,382,295,87,NaN,NaN,113,292,1876,859,1017,539,54,106,NaN,12,2465,48,5,NaN,81,2,128,2308,9021
Bihar,MUZAFFARPUR RLY.,2013,13,2,NaN,3,FALSE,3,6,5,1,NaN,NaN,10,4,337,54,283,8,0,7,NaN,0,18,0,1,NaN,0,0,0,188,606
Bihar,NALANDA,2013,112,82,NaN,11,FALSE,11,136,107,29,NaN,NaN,34,120,340,104,NaN,167,43,153,NaN,18,2892,81,18,NaN,174,0,160,1147,5740
Bihar,NAUGACHIA,2013,49,14,NaN,10,FALSE,10,36,26,10,NaN,NaN,15,18,60,17,43,NaN,12,65,NaN,3,125,16,NaN,NaN,69,0,70,889,NaN
Bihar,NAWADAH,2013,97,37,NaN,NaN,FALSE,20,75,51,24,NaN,NaN,26,47,203,62,141,333,32,112,NaN,8,712,23,3,NaN,122,0,156,963,2989
Bihar,PATNA,2013,286,121,NaN,76,FALSE,76,544,412,132,NaN,NaN,186,591,4314,1755,2559,617,20,1004,NaN,5,1526,96,17,NaN,NaN,0,497,7881,18302
Bihar,PATNA RLY.,2013,23,10,NaN,2,FALSE,2,26,11,15,NaN,NaN,8,3,774,71,703,15,3,11,NaN,0,0,3,12,NaN,1,0,0,207,1105
Bihar,PURNEA,2013,89,203,NaN,56,FALSE,56,111,93,18,NaN,NaN,27,56,289,63,226,212,82,141,NaN,128,871,21,0,NaN,19,0,162,1458,3950
Bihar,ROHTAS,2013,110,97,NaN,60,FALSE,60,168,135,33,NaN,NaN,58,172,615,193,422,265,50,195,NaN,11,1988,48,5,NaN,97,0,NaN,619,4769
Bihar,SAHARSA,2013,30,90,NaN,14,FALSE,14,100,64,36,NaN,NaN,24,29,201,42,159,246,55,42,NaN,11,317,10,0,NaN,79,0,61,1470,2792
Bihar,SAMASTIPUR,2013,83,115,NaN,35,FALSE,35,152,128,24,NaN,NaN,51,73,431,128,303,397,30,36,NaN,23,823,32,NaN,NaN,116,0,169,3196,5802
Bihar,SARAN,2013,123,262,NaN,16,FALSE,16,199,125,74,NaN,NaN,45,142,650,205,445,363,61,116,NaN,32,1637,69,0,NaN,NaN,0,145,1494,5492
Bihar,SHEIKHPURA,2013,17,90,NaN,10,FALSE,10,40,34,6,NaN,NaN,4,31,87,27,60,87,44,24,NaN,0,191,8,0,NaN,NaN,0,29,401,1116
Bihar,SHEOHAR,2013,23,23,NaN,3,FALSE,3,49,41,8,NaN,NaN,5,14,57,16,41,76,8,17,NaN,12,270,7,0,NaN,NaN,0,14,157,769
Bihar,SITAMARHI,2013,101,24,NaN,26,FALSE,26,220,182,38,NaN,NaN,84,203,650,276,374,249,10,31,NaN,32,2142,24,3,NaN,NaN,0,156,1174,5324
Bihar,SIWAN,2013,105,18,NaN,19,FALSE,19,234,190,44,NaN,NaN,60,119,502,241,261,397,19,240,NaN,12,0,45,1,NaN,NaN,0,0,3499,5390
Bihar,SUPAUL,2013,55,15,NaN,34,FALSE,34,144,103,41,NaN,NaN,17,62,324,48,276,508,81,55,NaN,0,1310,19,5,NaN,NaN,0,106,106,2930
Bihar,VAISHALI,2013,127,136,NaN,24,FALSE,24,200,162,38,NaN,NaN,57,192,937,491,446,496,237,148,NaN,19,315,61,7,NaN,213,0,124,2244,5578
Bihar,ZZ TOTAL,2013,3441,3889,NaN,1128,FALSE,1128,5570,4419,1151,NaN,NaN,1521,4185,21423,7165,14258,11931,1684,4482,NaN,660,35675,1182,331,NaN,4533,7,4232,60356,167455
Chhattisgarh,BALOD,2013,13,13,NaN,20,FALSE,20,30,20,10,NaN,NaN,1,47,61,15,46,20,NaN,22,NaN,4,52,3,67,NaN,11,0,96,747,1215
Chhattisgarh,BALODA BAZAR,2013,21,15,NaN,55,FALSE,55,144,129,15,NaN,NaN,13,198,151,72,79,29,NaN,23,NaN,12,706,4,NaN,NaN,31,0,134,605,2284
Chhattisgarh,BALRAMPUR,2013,40,11,NaN,84,FALSE,84,17,0,17,NaN,NaN,10,27,40,8,NaN,20,NaN,11,NaN,4,74,8,50,NaN,31,1,93,585,1115
Chhattisgarh,BEMETARA,2013,18,8,NaN,28,FALSE,28,38,27,11,NaN,NaN,6,80,112,34,78,15,NaN,12,NaN,11,19,5,57,NaN,19,0,100,950,1485
Chhattisgarh,BILASPUR,2013,77,36,NaN,96,FALSE,96,305,295,10,NaN,NaN,58,477,496,274,222,NaN,NaN,88,NaN,31,1779,13,308,NaN,130,0,222,897,5147
Chhattisgarh,BIZAPUR,2013,31,61,NaN,6,FALSE,6,17,10,7,NaN,NaN,1,16,3,0,3,9,NaN,2,NaN,4,9,0,NaN,NaN,1,0,14,134,NaN
Chhattisgarh,DANTEWARA,2013,30,13,NaN,9,FALSE,9,6,6,0,NaN,NaN,1,19,16,3,13,3,NaN,2,NaN,12,25,0,NaN,NaN,1,0,NaN,191,370
Chhattisgarh,DHAMTARI,2013,16,14,NaN,NaN,FALSE,30,33,29,4,NaN,NaN,5,116,85,45,40,16,NaN,13,NaN,2,55,0,NaN,NaN,14,0,101,629,1189
Chhattisgarh,DURG,2013,42,57,NaN,106,FALSE,106,108,83,25,NaN,NaN,NaN,434,702,325,377,38,NaN,140,NaN,33,149,9,NaN,NaN,147,0,255,4341,6892
Chhattisgarh,GARIYABAND,2013,9,17,NaN,32,FALSE,32,26,23,3,NaN,NaN,3,39,46,17,29,14,NaN,31,NaN,3,26,0,24,NaN,NaN,0,62,512,866
Chhattisgarh,GRP RAIPUR,2013,1,3,NaN,2,FALSE,2,2,1,1,NaN,NaN,3,2,193,2,191,2,NaN,2,NaN,1,8,0,3,NaN,1,0,0,43,266
Chhattisgarh,JAGDALPUR,2013,36,18,NaN,53,FALSE,53,51,40,11,NaN,NaN,10,69,77,53,24,15,NaN,16,NaN,7,427,2,30,NaN,16,0,108,504,1448
Chhattisgarh,JANJGIR,2013,44,27,NaN,56,FALSE,56,200,158,42,NaN,NaN,15,195,266,122,144,132,NaN,36,NaN,22,1248,11,161,NaN,138,0,181,713,3470
